2013-03-08 10:12:48.270 =loc 0
2013-03-08 10:12:48.837 =loc 11
2013-03-08 10:12:49.199 =loc 0
2013-03-08 10:12:49.649 =loc 11
2013-03-08 10:12:50.014 =loc 0
2013-03-08 10:12:50.456 =loc 11
2013-03-08 10:12:50.820 =loc 0
2013-03-08 10:12:51.262 =loc 11
2013-03-08 10:12:51.627 =loc 0
2013-03-08 10:12:52.029 =loc 11
2013-03-08 10:12:52.394 =loc 0
2013-03-08 10:12:52.796 =loc 11
2013-03-08 10:12:53.198 =loc 0
2013-03-08 10:12:53.600 =loc 11
2013-03-08 10:12:53.962 =loc 0
2013-03-08 10:12:54.363 =loc 11
2013-03-08 10:12:54.685 =loc 0
2013-03-08 10:12:55.092 =loc 11
2013-03-08 10:12:55.414 =loc 0
2013-03-08 10:12:55.856 =loc 11
2013-03-08 10:12:56.178 =loc 0
2013-03-08 10:12:56.741 =loc 11
2013-03-08 10:12:57.102 =loc 0
2013-03-08 10:12:57.464 =loc 11
2013-03-08 10:12:57.865 =loc 0
2013-03-08 10:12:58.227 =loc 11
2013-03-08 10:12:58.629 =loc 0
2013-03-08 10:12:58.910 =loc 11
2013-03-08 10:12:59.275 =loc 0
2013-03-08 10:12:59.640 =loc 11
2013-03-08 10:13:00.008 =loc 0
2013-03-08 10:13:00.379 =loc 11
2013-03-08 10:13:00.792 =loc 0
2013-03-08 10:13:01.247 =loc 11
2013-03-08 10:13:01.288 =loc 1
2013-03-08 10:13:01.791 =loc 11
2013-03-08 10:13:01.837 =loc 1
2013-03-08 10:13:02.044 =loc 11
2013-03-08 10:13:02.086 =loc 2
2013-03-08 10:13:02.128 =loc 11
2013-03-08 10:13:02.788 =loc 2
2013-03-08 10:13:02.830 =loc 11
2013-03-08 10:13:03.202 =loc 3
2013-03-08 10:13:03.244 =loc 11
2013-03-08 10:13:03.698 =loc 2
2013-03-08 10:13:03.740 =loc 11
2013-03-08 10:13:03.782 =loc 3
2013-03-08 10:13:04.318 =loc 11
2013-03-08 10:13:04.401 =loc 4
2013-03-08 10:13:04.814 =loc 11
2013-03-08 10:13:04.938 =loc 5
2013-03-08 10:13:05.268 =loc 5
2013-03-08 10:13:05.310 =loc 6
2013-03-08 10:13:05.352 =loc 11
2013-03-08 10:13:05.394 =loc 6
2013-03-08 10:13:05.685 =loc 11
2013-03-08 10:13:05.727 =loc 7
2013-03-08 10:13:06.223 =loc 6
2013-03-08 10:13:06.265 =loc 6
2013-03-08 10:13:06.307 =loc 5
2013-03-08 10:13:06.390 =loc 5
2013-03-08 10:13:06.431 =loc 4
2013-03-08 10:13:06.515 =loc 4
2013-03-08 10:13:06.556 =loc 3
2013-03-08 10:13:06.598 =loc 3
2013-03-08 10:13:06.640 =loc 2
2013-03-08 10:13:06.723 =loc 2
2013-03-08 10:13:06.766 =loc 1
2013-03-08 10:13:06.890 =loc 1
2013-03-08 10:13:06.932 =loc 11
2013-03-08 10:13:06.974 =loc 0
2013-03-08 10:13:07.764 =loc 0
2013-03-08 10:13:07.806 =loc 1
2013-03-08 10:13:08.137 =loc 11
2013-03-08 10:13:08.550 =loc 2
2013-03-08 10:13:08.591 =loc 2
2013-03-08 10:13:08.638 =loc 3
2013-03-08 10:13:09.343 =loc 3
2013-03-08 10:13:09.388 =loc 4
2013-03-08 10:13:09.884 =loc 11
2013-03-08 10:13:09.926 =loc 5
2013-03-08 10:13:10.297 =loc 5
2013-03-08 10:13:10.339 =loc 6
2013-03-08 10:13:10.546 =loc 6
2013-03-08 10:13:10.588 =loc 7
2013-03-08 10:13:10.836 =loc 7
2013-03-08 10:13:10.878 =loc 8
2013-03-08 10:13:11.332 =loc 8
2013-03-08 10:13:11.374 =loc 9
2013-03-08 10:13:12.281 =loc 9
2013-03-08 10:13:12.323 =loc 10
2013-03-08 10:13:13.024 =loc 10
2013-03-08 10:13:13.066 =loc 11
2013-03-08 10:13:13.314 =loc 11
2013-03-08 10:13:13.356 =loc 10
2013-03-08 10:13:13.439 =loc 11
2013-03-08 10:13:20.568 =loc 4
2013-03-08 10:13:20.610 =loc 4
2013-03-08 10:13:20.652 =loc 4
2013-03-08 10:13:20.694 =loc 4
2013-03-08 10:13:20.736 =loc 5
2013-03-08 10:13:20.777 =loc 6
2013-03-08 10:13:20.819 =loc 10
